whitish,adj. 发白的
consecutive,adj. 连续的
ancestor,n. 祖先
fierce,adj. 激烈的
neon,n. 氖；adj. 霓虹的
mineralize,v. 使矿物化
frost,n. 霜冻；v. 使…结上霜
blockage,n. 障碍物
nationalism,n. 国家主义，民族主义
crevasse,n. 裂隙
fair,adj. 晴朗的，相当的，合理的；n. 展销会
kinetic,adj. 运动的
imposition,n. 施加
circumstance,n. 状况
nonspecific,adj. 非特定的
behavioral,adj. 行为的
perilously,adv. 危险地
vocalization,n. 发声
instill,v. 使…逐渐形成
portrait,n. 肖像
inconvenient,adj. 不方便的
conscious,adj. 有意识的
sociology,n. 社会学
affluence,n. 富裕
continuance,n. 持续
trait,n. 特点
mariner,n. 水手
punctuate,adj. 不时中断的
feature,n. 特征；v. 以…为特征
situate,v. 使…位于
figuratively,adv. 比喻地
barely,adv. 仅仅，几乎不
married,adj. 已婚的
supremacy,n. 至高无上
screening,n. 放映
centralized,adj. 集中的，中央集权的
computerized,adj. 电脑化的
unpublished,adj. 未出版的
supervisor,n. 监督者
metabolic,adj. 新陈代谢的
swirl,v. 旋转
abundantly,adv. 大量地，极其
pipeline,n. 管道
indigestion,n. 消化不良
conceptually,adv. 概念上的
toothless,adj. 没有牙齿的
macro,adj. 巨大的
permissible,adj. 可允许的
filamentous,adj. 细丝状的
bane,n. 祸害
obsolete,adj. 过时的
monument,n. 纪念碑
dormant,adj. 休眠的
aggressively,adv. 侵略地
explicit,adj. 明确的
paleobotanist,n. 古植物学家
insert,v. 插入
bang,v. 猛敲
flexible,adj. 灵活的，柔韧的
unchanged,adj. 未改变的
icy,adj. 结冰的
domesticated,adj. 驯养的
aesthetic,adj. 审美的
markedly,adv. 明显地
brink,n. 边缘
user,n. 使用者
daylight,n. 天明，日光
spirituality,n. 精神性
mystique,n. 神秘
handedness,n. 用手习惯
rough,adj. 粗略的，波涛汹涌的，粗糙的
angle,n. 角度
clove,n. 丁香
recession,n. 衰退
tuna,n. 金枪鱼
steppe,n. 干草原
lotus,n. 莲
adventure,n. 冒险
damaging,adj. 有害的
engage,v. 参加，雇用
romantic,adj. 浪漫的
perspective,n. 观点
citizen,n. 公民
credence,n. 可信性
purity,n. 纯净
surplus,n. 剩余；adj. 剩余的
palette,n. 颜料，调色板
immigrate,v. 移居
junction,n. 会合处，枢纽站
conform,v. 遵从
verbalize,v. 用言语表达
bite,v. 咬
disagreement,n. 分歧
opaque,adv. 不透明的
conjecture,v. 推测
prediction,n. 预测
mole,n. 鼹鼠
lane,n. 小路
evolve,v. 进化，逐步发展
outward,adv. 向外地；adj. 表面的，向外的
legislator,n. 立法者
cutting,adj. 最前沿
sailor,n. 海员
cobra,n. 眼镜蛇
diversity,n. 多样性
earthenware,n. 陶瓷
productivity,n. 生产力，生产率
muscle,n. 肌肉
sophisticated,adj. 复杂的，老练的
chromatics,n. 色彩学
populated,adj. 有人居住的
incite,v. 激起
mutualism,n. 互惠共生
linguist,n. 语言学家
expressive,adj. 表达的，富有表现力的
horn,n. 尖角
upper,adj. 上面的
sapling,n. 幼树
summit,n. 顶点
further,adv. 进一步，更远；adj. 进一步的，更远的；v. 推动
anaerobic,adj. 厌氧的
bureaucrat,n. 官僚
coordinator,n. 协调人
thus,adv. 这样，因此
vividly,adv. 生动地
predict,v. 预测
pertinent,adj. 有关的
dilemma,n. 窘境
rancher,n. 牧场主
stabilize,v. 使…稳定
quartet,n. 四重奏
flock,n. 畜群，鸟群
perfection,n. 完美
diploma,n. 毕业文凭
calm,adj. 平静的；v. 使…平静
roasted,adj. 烤的
predator,n .捕食者
correction,n. 更正
evaporation,n. 蒸发
hearing,n. 听觉
scenery,n. 风景，布景
muslim,n. 穆斯林
lawyer,n. 律师
creation,n. 创造
victor,n. 胜利者
inexpensive,adj. 不昂贵的
basement,n. 地下室
anger,n. 愤怒
cryptic,adj. 神秘的
exploitation,n. 开发
prohibitive,adj. 禁止的
delineate,v. 描绘
paintbrush,n. 画笔
disturb,v. 弄乱
germination,n. 发芽
hull,n. 船体
fallout,n. 放射性坠尘
thoroughly,adv. 彻底地
confront,v. 面对
supposedly,adv. 据说
naked,adj. 裸露的
hardy,adj. 强壮的
reorganize,v. 重新整理，重新整治，改组
trillion,n. 万亿
toe,n. 脚趾；v. 用脚尖走
headquarters,n. 总部
allocation,n. 分配
surprisingly,adv. 惊人地
parched,adj. 炎热的
revolutionize,v. 使发生革命性剧变
conduit,n. 渠道
authenticity,n. 真实性
jerky,adj. 断断续续的
encode,v. 把…编码
literacy,n. 读写能力
deliberation,n. 商议
imitate,v. 模仿
fingerprint,n. 指纹
coordinate,v. 协调
scarcity,n. 匮乏
tidal,adj. 潮汐的
sterile,adj. 贫瘠的
captivity,n. 囚禁
karst,n. 喀斯特地貌
uproot,v. 连根拔起，根除
gulf,n. 海湾，鸿沟
abbreviated,adj. 缩写的
abide,v. 忍受
expend,v. 耗费
hydropower,n. 水力
disconnect,v. 使...分开
auxiliary,adj. 辅助的
maize,n. 玉米
incompressible,adj. 不能压缩的
drain,v. 排出；n. 下水道
glaciation,n. 冰川覆盖
consolidated,adj. 联合的
botanical,adj. 植物学的
objection,n. 反对
organizational,adj. 组织的
allege,v. 声称
commonplace,n. 通常的事物
credit,n. 借贷，学分，赞扬；v. 归于
vogue,n. 时尚
peripheral,adj. 外围的
worthwhile,adj. 值得的
gallon,n. 加仑
twig,n. 树枝
risky,adj. 冒险的
environmentalist,n. 环境保护主义者
warlike,adj. 好战的
synthetic,adj. 合成的
captivate,v. 使入迷
hemp,n. 大麻
hydrocarbon,n. 碳氢化合物
ditch,n. 沟
likewise,adv. 也
fairly,adv. 相当地
popularity,n. 受欢迎
attach,v. 附上
convex,adj. 凸面的
searcher,n. 搜索者
circumvent,v. 绕过
informative,adj. 提供有用信息的
carbonic,n. 碳酸
organically,adv. 有机地
transverse,adj. 横向的
phenomenon,n. 现象
remarkable,adj. 引人注目的，非凡的
sole,adj. 唯一的
inscription,n. 铭文
completion,n. 完成
toxin,n. 毒素
cellulose,n. 纤维素
clarinet,n. 单簧管
deplete,v. 耗尽
resonance,n. 共振
quicken,v. 加速
bronze,n. 青铜
stumble,v. 跌跌撞撞地走
floodplain,n. 洪泛区
synthesize,v. 合成
torrential,adj. 似急流的
lesser,adj. 较小的
freely,adv. 自由地
helper,n. 帮助者
delegate,v. 授予
compartment,n. 隔间，隔层
rare,adj. 罕见的
herder,n. 牧人
tap,v. 取水
straighten,v. 使变直
calculate,v. 计算，估计
husbandry,n. 农牧业
underly,adj. 潜在的
happiness,n. 幸福
orientate,v. 使定向
unable,adj. 不能的
diaphragm,n. 隔膜
meanwhile,adv. 同时
insignificant,adj. 无足轻重的
exposure,n. 暴露
complete,v. 完成；adj. 完整的
teardrop,n. 泪珠
romanticist,n. 浪漫主义者
roughly,adv. 大致
stack,n. 堆；v. 把…叠起来
retire,v. 使...退休
suburban,adj. 郊区的
publically,adv. 公开地
unfulfilling,adj. 不称心的
stale,adj. 陈腐的
diligently,adv. 勤勉地
landfill,n. 垃圾填埋
block,n. 大块，街区；v. 阻碍
tackle,v. 着手处理
vigorous,adj. 有力的，精力充沛的
satisfied,adj. 感到满意的
formation,n. 形成，排列
disorderly,adj. 混乱的
commercial,adj. 商业的；n. 广告
offshore,adj. 海上的；adv. 在海上
analogous,adj. 类似的
merchandise,n. 商品
fake,adj. 伪造的
desalination,n. 脱盐
luxuriousness,n. 奢侈
budget,n. 预算
slightly,adv. 略微地
antler,n. 鹿角
gland,n. 腺
crawl,n. 爬
ideally,adv. 理想地，最适合地
evaluation,n. 评估
cannon,n. 大炮
kindergarten,n. 幼儿园
hostile,adj. 有敌意的
transition,n. 过渡
existence,n. 存在，生存
escort,v. 护卫；n. 陪同者
vague,adj. 模糊的
crevice,n. 裂缝
compete,v. 竞争
concentration,n. 浓度，聚集，专注
minus,adj. 负的
breadth,n. 宽度
profession,n. 职业，专业
file,n. 文件；v. 提交
furnish,v. 为…配备家具，提供
technological,adj. 科技的
corrupt,v. 使…腐化堕落
protracted,adj. 拖延的
causal,adj. 原因的
hurricane,n. 飓风
replicate,v. 复制
cripple,v. 使成跛子
updraft,n. 上升气流
habituation,n. 习惯化
etching,n. 蚀刻
foundationalist,adj. 基础主义者
peg,v. 用桩固定
statistically,adv. 统计上地，统计地
devour,v. 吞食
ingredient,n. 因素，原料
reflex,n. 反射动作
quantity,n. 数量，大量
dramatize,v. 生动地表达
seep,v. 渗出
herbicide,n. 除草剂
cougar,n. 美洲狮
self,n. 自我
ramp,n. 坡道，斜坡
broadcast,n. 广播；v. 播出
cuttlefish,n. 乌贼
ablaze,adj. 燃烧的
creature,n. 动物
stringent,adj. 严格的
respiration,n. 呼吸
swallow,n. 燕子；v. 吞下
immunity,n. 免疫力
flipper,n. 鳍足
repress,v. 抑制
disdain,v. 鄙视
peanut,n. 花生
apart,adv. 分开地，除外
literal,adj. 确实的
controversial,adj. 有争议的
numeral,adj. 数字的
spout,n. 水柱
conjunction,n. 结合
reciprocity,n. 互惠
groundwater,n. 地下水
indebtedness,n. 欠债
shoddy,adj. 劣质的
solely,adv. 单独地
discount,n. 折扣；v. 打折出售，不予考虑
scar,n. 疤
familiarity,n. 熟悉
impinge,v. 影响
abrasion,n. 磨损
wholesome,adj. 有益健康的
employee,n. 雇员
harvest,n. 收获；v. 收割
reradiate,v. 再辐射
election,n. 选举
native,adj. 当地的
downright,adv. 完全地
centrifugal,adj. 离心的
micronutrient,n. 微量营养素
finalize,v. 最后确定
surpass,v. 超出
stubby,adj. 矮壮的
promotion,n. 促销，推销
boredom,n. 厌倦
heating,n. 供暖系统
hydroponics,n. 溶液栽培
monk,n. 修道士
banner,n. 口号
booking,v. 预订
submission,n. 屈服
dormitory,n. 宿舍
bond,v. 黏合；n. 纽带，债券，键（化学）
preservation,n. 保存，保护
brightness,n. 明亮
melody,n. 曲调
worried,adj. 担心的
courtyard,n. 庭院
array,n. 大批
windmill,n. 风车
localized,adj. 局部的，本地的
maritime,adj. 海运的，海洋的
triumph,n. 巨大成功
eliminate,v. 消除，淘汰
famed,adj. 有名的
product,n. 产品
seeming,adj. 表面上的
distressed,adj. 痛苦的
incorrect,adj. 不正确的
accord,v. 一致
sharply,adv. 鲜明地
portion,n. 部分
theatrical,adj. 戏剧的
negotiation,n. 谈判
mow,v. 割草
congruent,adj. 一致的
Mayan,adj. 玛雅的；n. 玛雅人
reset,v. 重设
boundary,n. 边界
expertise,n. 专长
rhythm,n. 节律
adhere,v. 遵守，黏附
conqueror,n. 征服者
circulate,v. 循环
suggestive,adj. 引起联想的
cranny,n. 缝隙
shark,n. 鲨鱼
prefer,v. 偏好
hasten,v. 加快
flowering,adj. 开花的；n. 开花，鼎盛
horrible,adj. 可恶的
urge,n. 强烈欲望；v. 竭力主张
forgetful,adj. 健忘的
poet,n. 诗人
constructive,adj. 建设性的
upstage,v. 把对…的注意吸引过来
count,v. 计数
jaw,n. 下巴
rower,n. 桨手
subduction,n. 潜没
playwright,n. 剧作家
enzyme,n. 酶
continuity,n. 连续性
biology,n. 生物学
hare,n. 野兔
futuristic,adj. 极其新潮的
intimately,adv. 密切地
parchment,n. 羊皮纸
aftermath,n. 后果
expected,adj. 预料的
climber,n. 登山者
forefront,n. 最前列
soul,n. 灵魂
drainage,n. 排水
curriculum,n. 课程
testing,n. 检测
carnivorous,adj. 食肉的
overcrowded,adj. 过于拥挤的
joint,n. 关节，接合处；adj. 联合的
urinate,v. 排尿
betrayal,n. 背叛
status,n. 地位
decimal,n. 小数
ultraviolet,adj. 紫外线的
interdisciplinary,adj. 跨学科的
integrate,v. 合并
pump,v. 用泵输送，抽水；n. 泵
foundationalism,n. 基础主义
provider,n. 供应商，提供者
conservative,adj. 保守的
respectable,adj. 体面的，值得尊敬的
kinship,n. 亲属关系
institute,v. 开始实行；n. 机构
nobility,n. 高贵品质，贵族阶层
evaporate,v. 蒸发
individualistic,adj. 我行我素的
nebula,n. 星云
scour,v. 擦去
furnace,n. 熔炉
naturalistic,adj. 自然的，自然主义的
skyscraper,n. 摩天大楼
bubbly,adj. 充满泡沫的
mustard,n. 芥菜
acoustical,adj. 听觉的，声学的
quarry,v. 开采；n. 猎物
deter,v. 震慑
answer,v. 回答；n. 回答
definitively,adv. 决定性地
circumnavigate,v. 环绕…航行
drip,v. 滴下；n. 液滴
suspense,n. 悬念
reform,v. 改革
accompanist,n. 伴奏者
fog,n. 雾；v. 使...蒙上雾
zoologist,n. 动物学家
tensile,adj. 张力的
undersea,adj. 海面下的
scavenge,v. 捡拾
talented,adj. 才华横溢的
closure,n. 关闭
facial,adj. 面部的
sailing,n. 航行
overlook,v. 忽略
savvy,adj. 精明的
miner,n. 矿工
selectively,adv. 有选择地
gradational,adj. 有等级的
application,n. 申请，应用，应用程序
darken,v. 使…变暗
neutron,n. 中子
dairy,adj. 乳品的；n. 乳品，乳品场
expectancy,n. 期望
bean,n. 豆
dilation,n. 扩大
manipulate,v. 操纵，控制
dice,n. 骰子
occur,v. 发生
aluminum,n. 铝
deficit,n. 赤字
decoy,v. 诱骗
monopoly,n. 垄断
bypass,v. 越过
legible,adj. 清晰的
handicap,v. 使残废
flavor,n. 味道，特色
reappear,v. 重新出现
aerate,v. 使…透气
access,n. 享用机会；v. 进入，访问
freight,n. 货物
chapel,n. 小教堂
sheet,n. 片
oak,n. 橡树
incorporated,adj. 合并的
overgraze,v. 过度放牧
coevolve,v. 共同进化
dynamic,adj. 动态的，充满活力的
donation,n. 捐赠
maneuver,v. 操纵
cage,n. 笼子；v. 把…关进笼子
evident,adj. 明显的
applaud,v. 鼓掌
whisk,v. 迅速移动
garment,n. (一件)衣服
additional,adj. 额外的
heavenly,adj. 天空的
futurist,adj. 未来主义的；n. 未来主义者
representation,n. 描绘，代表
bottomland,n. 低地
counselor,n. 咨询顾问
fuss,n. 争吵
flowery,adj. 多花的
calligraphy,n. 书法
sloth,n. 懒散
parenting,adj. 养育的；n. 养育
toothed,adj .有齿的
neoclassic,adj. 新古典主义的
prominence,n. 重要性
altitude,n. 海拔
solidly,adv. 牢固地
exuberance,n. 繁荣
melodrama,n. 情节剧
average,adj. 平均的；n. 一般水平；v. 平均达到
favorite,adj. 最喜欢的；n. 最喜欢的事物/人
tube,n. 管子
breakthrough,n. 突破
fellow,adj. 同伴的；n. 同伴
chiefly,adv. 主要地
micro,adj. 微小的
eardrum,n. 耳膜
photocopier,n. 复印机
mask,n. 面具
oxide,n. 氧化物
reed,n. 芦苇
glow,v. 发光
waterfront,n. 滨水区
disposal,n. 处理
stunt,v. 遏制
incursion,n. 袭击
wilt,v. 枯蔫
corporation,n. 大公司
tantalizingly,adv. 诱人地
loyal,adj. 忠诚的
hollow,adj. 中空的；n. 凹陷处
shock,n. 震动；v. 打击
centimeter,n. 厘米
envelope,n. 信封，膜
glaciated,adj. 由冰川作用形成的
windowsill,n. 窗台，窗沿
plug,v. 塞住，插上
civic,adj. 市政的，市民的
syllable,n. 音节
slit,v. 割开；n. 窄缝
painter,n. 画家
singular,adj. 单数的
cloak,n. 披风
embryonic,adj. 胚胎的
column,n. 列，柱状物
transparent,n. 透明的
terrestrial,adj. 陆地的，类地球的
distrust,v. 不信任
starch,n. 淀粉
electrocute,v. 触电死亡
irrigation,n. 灌溉
landform,n. 地貌
acclimatization,n. 适应环境
steep,adj. 陡的
flyby,n. 飞机或太空飞船的越过定点
invaluable,adj. 非常宝贵的
republic,n. 共和国
condense,v. 凝固
subdue,v. 制服
inorganic,adj. 无机的，无生命的
intense,adj. 强烈的，紧张的
tide,n. 潮
fragmentation,n. 破裂
northward,adv. 向北
broccoli,n. 西兰花
formula,n. 方案，公式
communicative,adj. 交际的
gentle,adj. 轻柔的，平缓的
nanometer,n. 纳米
infect,v. 传染
brightly,adv. 明亮地
bioluminescence,n. 生物发光
midterm,adj. 期中的；n. 期中考试
thereafter,adv. 此后
pointer,n. 提示，忠告
outcompete,v. 在竞争中胜出
categorize,v. 分类
Turkish,adj. 土耳其的
headlight,n. 前灯
claim,n. 声称，所有权；v. 声称，要求…的所有权
logistical,adj. 后勤的
enterprise,n. 企业
spiral,v. 螺旋；n. 漩涡
speculate,v. 猜测
hatchery,n. 孵化场
neoclassical,adj. 新古典主义的
imprisonment,n. 监禁
export,n. 出口，出口商品；v. 出口
radiation,n. 辐射
absent,adj. 缺乏的；v. 使缺席
seepage,n. 渗漏
label,n. 标记；v. 把…归类，标记为
soil,n. 土壤
motive,n. 动机
latitude,n. 纬度
unwilling,adj. 勉强的
particular,adj. 特定的
extent,n. 程度
recover,v. 恢复，重新获得，利用
locomotor,n. 发动机
straight,adj. 直的；adv. 笔直地
rite,n. 仪式
cafeteria,n. 自助食堂，自助餐厅
inflate,v. 给…充气
meaningless,adj. 无意义的
adventurous,adj. 富有冒险精神的
replace,v. 取代，放回
perishable,adj. 易腐烂的
dub,v. 把…称为，为…配音
misconception,n. 错误观念
desirability,n. 强烈愿望
substrate,n. 底土
peep,v. 窥视
outbreak,n. 爆发
preferentially,adv. 优先地
believe,v. 相信，认为
solitary,adj. 孤单的
rate,n. 率，速度；v. 评估
